FIPS,county-state,sq_mi,land_sq_mi,water_sq_mi
28101,"Newton, MS",579.58,578.03,1.55
48351,"Newton, TX",939.51,932.69,6.82
16069,"Nez Perce, ID",856.36,849.08,7.28
36063,"Niagara, NY",1139.83,522.95,616.89
21181,"Nicholas, KY",196.85,196.61,0.24
54067,"Nicholas, WV",654.4,648.63,5.77
27103,"Nicollet, MN",466.95,452.29,14.65
56027,"Niobrara, WY",2627.9,2625.81,2.09
18113,"Noble, IN",417.61,411.11,6.5
39121,"Noble, OH",404.59,399,5.59
40103,"Noble, OK",742.44,731.9,10.54
27105,"Nobles, MN",722.33,715.39,6.94
29147,"Nodaway, MO",877.75,876.62,1.13
48353,"Nolan, TX",913.93,911.98,1.94
2180,"Nome, AK",28283.33,23000.91,5282.42
25021,"Norfolk, MA",443.94,399.58,44.35
51710,"Norfolk, VA",96.3,53.73,42.58
27107,"Norman, MN",876.82,876.27,0.55
2185,"North Slope, AK",94762.64,88817.12,5945.53
37131,"Northampton, NC",550.61,536.48,14.13
42095,"Northampton, PA",377.36,373.8,3.56
51131,"Northampton, VA",795.34,207.37,587.97
42097,"Northumberland, PA",477.38,459.91,17.47
51133,"Northumberland, VA",285.67,192.3,93.36
2188,"Northwest Arctic, AK",40762,35898.34,4863.66
20137,"Norton, KS",881.39,877.84,3.55
51720,"Norton, VA",7.53,7.53,0
51135,"Nottoway, VA",316.1,314.65,1.45
40105,"Nowata, OK",580.87,564.95,15.92
28103,"Noxubee, MS",700.05,694.79,5.26
31129,"Nuckolls, NE",575.96,575.3,0.66
48355,"Nueces, TX",1166.42,835.82,330.6
32023,"Nye, NV",18158.73,18146.66,12.07
19141,"O'Brien, IA",573.25,573.08,0.17
26125,"Oakland, MI",908,872.51,35.49
47131,"Obion, TN",555.35,544.91,10.43
34029,"Ocean, NJ",915.88,636.28,279.6
26127,"Oceana, MI",1306.73,540.46,766.27
48357,"Ochiltree, TX",918.07,917.56,0.51
13219,"Oconee, GA",186.14,185.7,0.44
45073,"Oconee, SC",673.58,625.41,48.17
55083,"Oconto, WI",1149.04,997.97,151.07
26129,"Ogemaw, MI",574.63,564.3,10.33
17141,"Ogle, IL",763.27,758.83,4.43
13221,"Oglethorpe, GA",442.17,441.11,1.06
18115,"Ohio, IN",87.47,86.72,0.75
21183,"Ohio, KY",596.73,593.79,2.94
54069,"Ohio, WV",108.86,106.18,2.68
12091,"Okaloosa, FL",1082,935.63,146.37
53047,"Okanogan, WA",5315.16,5268.07,47.09
12093,"Okeechobee, FL",891.57,773.94,117.63
40107,"Okfuskee, OK",628.91,624.76,4.15
40109,"Oklahoma, OK",718.31,709.09,9.22
40111,"Okmulgee, OK",702.32,696.97,5.34
28105,"Oktibbeha, MS",461.9,457.71,4.19
21185,"Oldham, KY",196.54,189.19,7.36
48359,"Oldham, TX",1501.42,1500.63,0.79
38065,"Oliver, ND",731.19,723.52,7.67
27109,"Olmsted, MN",654.5,653.01,1.49
16071,"Oneida, ID",1201.61,1200.33,1.28
36065,"Oneida, NY",1257.11,1212.7,44.41
55085,"Oneida, WI",1235.88,1124.5,111.38
36067,"Onondaga, NY",805.69,780.29,25.4
37133,"Onslow, NC",908.56,766.82,141.74
36069,"Ontario, NY",662.43,644.38,18.05
26131,"Ontonagon, MI",3741.45,1311.53,2429.92
6059,"Orange, CA",947.98,789.4,158.57
12095,"Orange, FL",1004.19,907.45,96.74
18117,"Orange, IN",408.2,399.52,8.68
37135,"Orange, NC",401.21,399.84,1.37
36071,"Orange, NY",838.55,816.34,22.21
48361,"Orange, TX",379.54,356.4,23.14
51137,"Orange, VA",343.41,341.7,1.7
50017,"Orange, VT",691.74,688.56,3.18
45075,"Orangeburg, SC",1128.09,1106.16,21.93
29149,"Oregon, MO",791.59,791.4,0.18
22071,"Orleans, LA",350.21,180.56,169.66
36073,"Orleans, NY",817.47,391.4,426.07
50019,"Orleans, VT",721.14,697.7,23.44
20139,"Osage, KS",719.23,703.5,15.72
29151,"Osage, MO",613.41,606.11,7.3
40113,"Osage, OK",2303.8,2250.8,53
20141,"Osborne, KS",894.28,892.39,1.89
12097,"Osceola, FL",1506.35,1321.9,184.45
19143,"Osceola, IA",399.48,398.77,0.71
26133,"Osceola, MI",573.1,565.98,7.12
26135,"Oscoda, MI",571.57,565,6.57
36075,"Oswego, NY",1312.18,953.3,358.88
8089,"Otero, CO",1269.74,1262.86,6.89
35035,"Otero, NM",6627.43,6626.5,0.93
31131,"Otoe, NE",619.09,615.69,3.4
26137,"Otsego, MI",525.98,514.54,11.44
36077,"Otsego, NY",1015.1,1002.8,12.31
20143,"Ottawa, KS",721.9,721.11,0.79
26139,"Ottawa, MI",1631.97,565.65,1066.32
39123,"Ottawa, OH",585.12,254.95,330.17
40115,"Ottawa, OK",484.73,471.32,13.41
27111,"Otter Tail, MN",2224.91,1979.71,245.2
5103,"Ouachita, AR",739.63,732.45,7.18
22073,"Ouachita, LA",632.7,610.53,22.17
8091,"Ouray, CO",542.21,540.47,1.74
55087,"Outagamie, WI",644.4,640.34,4.06
47133,"Overton, TN",434.82,433.38,1.43
18119,"Owen, IN",387.83,385.18,2.65
21187,"Owen, KY",354.16,352.14,2.02
21189,"Owsley, KY",198.09,198.09,0
16073,"Owyhee, ID",7696.71,7677.98,18.72
23017,"Oxford, ME",2175.26,2078,97.26
29153,"Ozark, MO",755.07,742.15,12.92
55089,"Ozaukee, WI",1116.2,231.95,884.26
53049,"Pacific, WA",1223.5,932.97,290.52
19145,"Page, IA",535.35,534.82,0.52
51139,"Page, VA",314.09,311.13,2.97
12099,"Palm Beach, FL",2386.33,1974.11,412.22
19147,"Palo Alto, IA",569.4,563.83,5.57
48363,"Palo Pinto, TX",985.5,952.93,32.57
37137,"Pamlico, NC",566.23,336.94,229.29
28107,"Panola, MS",705.13,684.2,20.94
48365,"Panola, TX",821.34,800.92,20.42
8093,"Park, CO",2210.69,2200.69,10
30067,"Park, MT",2813.59,2802.41,11.18
56029,"Park, WY",6968.51,6942.39,26.11
18121,"Parke, IN",450.1,444.77,5.32
48367,"Parker, TX",910.09,903.51,6.58
48369,"Parmer, TX",885.17,881.66,3.51
12101,"Pasco, FL",867.95,744.85,123.1
37139,"Pasquotank, NC",289.44,226.88,62.56
34031,"Passaic, NJ",197.05,185.29,11.76
51141,"Patrick, VA",485.87,483.14,2.72
13223,"Paulding, GA",315.06,313.43,1.63
39125,"Paulding, OH",418.9,416.26,2.64
20145,"Pawnee, KS",754.56,754.17,0.38
31133,"Pawnee, NE",432.95,431.57,1.38
40117,"Pawnee, OK",594.87,569.44,25.43
16075,"Payette, ID",410.19,407.52,2.67
40119,"Payne, OK",697.13,686.34,10.79
13225,"Peach, GA",151.46,151.06,0.4
28109,"Pearl River, MS",818.93,811.33,7.6
48371,"Pecos, TX",4764.73,4763.66,1.07
38067,"Pembina, ND",1121.74,1118.75,2.99
29155,"Pemiscot, MO",512.41,493.08,19.33
53051,"Pend Oreille, WA",1425.32,1400.27,25.05
37141,"Pender, NC",932.64,870.67,61.97
21191,"Pendleton, KY",281.87,280.54,1.33
54071,"Pendleton, WV",698.15,697.87,0.28
27113,"Pennington, MN",618.34,616.54,1.8
46103,"Pennington, SD",2784.31,2776.15,8.16
23019,"Penobscot, ME",3556.14,3395.73,160.41
17143,"Peoria, IL",630.89,619.52,11.36
55091,"Pepin, WI",248.68,232.28,16.4
31135,"Perkins, NE",884.27,883.18,1.1
46105,"Perkins, SD",2890.71,2871.62,19.09
37143,"Perquimans, NC",328.93,247.17,81.76
1105,"Perry, AL",724.08,719.48,4.59
5105,"Perry, AR",560.47,550.94,9.53
17145,"Perry, IL",446.81,440.96,5.85
18123,"Perry, IN",386.34,381.39,4.95
21193,"Perry, KY",342.64,342.15,0.49
29157,"Perry, MO",484.28,474.67,9.61
28111,"Perry, MS",650.2,647.18,3.02
39127,"Perry, OH",412.59,409.78,2.82
42099,"Perry, PA",555.77,553.52,2.25
47135,"Perry, TN",422.9,414.89,8
32027,"Pershing, NV",6067.55,6036.56,30.99
37145,"Person, NC",404.09,392.31,11.78
2195,"Petersburg, AK",9021.21,5834.94,3186.27
51730,"Petersburg, VA",23.19,22.88,0.3
30069,"Petroleum, MT",1674.01,1653.9,20.11
29159,"Pettis, MO",686.34,684.82,1.52
29161,"Phelps, MO",674.28,672.85,1.43
31137,"Phelps, NE",540.6,539.97,0.64
42101,"Philadelphia, PA",142.64,135.09,7.55
5107,"Phillips, AR",727.29,692.67,34.62
8095,"Phillips, CO",687.74,687.62,0.12
20147,"Phillips, KS",894.81,886.23,8.58
30071,"Phillips, MT",5212.17,5139.57,72.6
17147,"Piatt, IL",440.33,440.02,0.31
39129,"Pickaway, OH",506.79,501.91,4.88
1107,"Pickens, AL",890.05,881.42,8.63
13227,"Pickens, GA",232.78,232.13,0.65
45077,"Pickens, SC",511.85,496.89,14.96
47137,"Pickett, TN",174.58,162.92,11.66
13229,"Pierce, GA",343.9,343.25,0.65
38069,"Pierce, ND",1082.16,1017.82,64.34
31139,"Pierce, NE",575.27,573.93,1.34
53053,"Pierce, WA",1806.5,1678.91,127.58
55093,"Pierce, WI",591.59,576.49,15.1
1109,"Pike, AL",672.1,671.03,1.06
5109,"Pike, AR",613.88,603.01,10.87
13231,"Pike, GA",219.43,218.37,1.06
17149,"Pike, IL",848.87,830.3,18.57
18125,"Pike, IN",341.08,336.18,4.91
21195,"Pike, KY",788.84,787.69,1.15
29163,"Pike, MO",684.81,672.82,11.99
28113,"Pike, MS",410.78,408.89,1.89
39131,"Pike, OH",443.94,441.49,2.46
42103,"Pike, PA",566.64,546.81,19.83
4019,"Pima, AZ",9188.83,9186.27,2.57
4021,"Pinal, AZ",5374.09,5369.59,4.5
27115,"Pine, MN",1434.57,1411.04,23.52
12103,"Pinellas, FL",607.67,279.92,327.75
27117,"Pipestone, MN",466.15,465.89,0.26
23021,"Piscataquis, ME",4377.36,3966.22,411.14
8097,"Pitkin, CO",973.23,970.42,2.81
37147,"Pitt, NC",654.77,651.58,3.19
40121,"Pittsburg, OK",1377.85,1305.94,71.91
51143,"Pittsylvania, VA",978.18,970.76,7.42
49031,"Piute, UT",765.76,757.81,7.95
6061,"Placer, CA",1502.78,1404.37,98.41
22075,"Plaquemines, LA",2428.54,844.56,1583.98
29165,"Platte, MO",427.22,420.33,6.89
31141,"Platte, NE",689.08,678.07,11.01
56031,"Platte, WY",2110.9,2084.93,25.97
54073,"Pleasants, WV",134.59,130.73,3.86
6063,"Plumas, CA",2613.48,2553.69,59.78
19149,"Plymouth, IA",863.96,863.56,0.39
25023,"Plymouth, MA",1093.39,660.85,432.54
19151,"Pocahontas, IA",579.13,577.7,1.42
54075,"Pocahontas, WV",941.85,940.29,1.56
5111,"Poinsett, AR",763.39,757.74,5.65
22077,"Pointe Coupee, LA",590.68,557.34,33.34
5113,"Polk, AR",862.42,859.38,3.04
12105,"Polk, FL",2009.99,1874.38,135.6
13233,"Polk, GA",312.13,311.14,0.99
19153,"Polk, IA",591.9,569.35,22.55
27119,"Polk, MN",1997.81,1970.37,27.44
29167,"Polk, MO",642.46,637.2,5.26
37149,"Polk, NC",238.6,237.85,0.75
31143,"Polk, NE",440.72,438.84,1.88
41053,"Polk, OR",744.15,741.03,3.12
47139,"Polk, TN",442.35,435.05,7.3
48373,"Polk, TX",1109.81,1057.26,52.55
55095,"Polk, WI",956.28,917.27,39.01
30073,"Pondera, MT",1639.85,1624.7,15.16
28115,"Pontotoc, MS",500.99,497.35,3.64
40123,"Pontotoc, OK",725.45,719.64,5.82
5115,"Pope, AR",830.79,811.9,18.89
17151,"Pope, IL",374.64,370.86,3.77
27121,"Pope, MN",717.29,670.14,47.15
51735,"Poquoson, VA",78.43,15.52,62.91
39133,"Portage, OH",507.11,492.39,14.72
55097,"Portage, WI",822.76,806.31,16.45
18127,"Porter, IN",521.61,418.11,103.5
51740,"Portsmouth, VA",46.62,33.16,13.46
18129,"Posey, IN",419.45,408.5,10.95
20149,"Pottawatomie, KS",862.07,844.24,17.83
40125,"Pottawatomie, OK",793.26,787.7,5.57
19155,"Pottawattamie, IA",959.94,954.26,5.68
42105,"Potter, PA",1081.42,1081.17,0.25
46107,"Potter, SD",898.43,866.49,31.94
48375,"Potter, TX",921.98,909.24,12.74
30075,"Powder River, MT",3297.94,3297.18,0.76
21197,"Powell, KY",180.2,180.14,0.07
30077,"Powell, MT",2332.68,2325.94,6.74
16077,"Power, ID",1442.6,1405.57,37.03
19157,"Poweshiek, IA",586.17,585.03,1.14
51145,"Powhatan, VA",262.4,261.28,1.12
5117,"Prairie, AR",675.76,645.93,29.83
30079,"Prairie, MT",1742.56,1736.55,6
20151,"Pratt, KS",735.76,734.99,0.76
39135,"Preble, OH",426.33,424.8,1.52
28117,"Prentiss, MS",418.24,414.93,3.32
48377,"Presidio, TX",3856.26,3855.51,0.75
26141,"Presque Isle, MI",2572.75,660.07,1912.68
54077,"Preston, WV",651.39,648.32,3.06
55099,"Price, WI",1278.43,1252.56,25.87
51147,"Prince Edward, VA",353.85,352.76,1.09
51149,"Prince George, VA",281.85,265.62,16.23
24033,"Prince George's, MD",498.45,485.43,13.01
2198,"Prince of Wales-Hyder, AK",12706.3,7410.62,5295.67
51153,"Prince William, VA",348.36,337.78,10.58
44007,"Providence, RI",435.82,413.27,22.56
8099,"Prowers, CO",1644.35,1640.38,3.97
8101,"Pueblo, CO",2397.73,2388.69,9.04
5119,"Pulaski, AR",807.84,770.82,37.02
13235,"Pulaski, GA",249.89,247.42,2.47
17153,"Pulaski, IL",203.33,200.79,2.55
18131,"Pulaski, IN",434.57,433.68,0.89
21199,"Pulaski, KY",677.05,661.6,15.45
29169,"Pulaski, MO",551.41,547.02,4.39
51155,"Pulaski, VA",329.59,320.57,9.03
40127,"Pushmataha, OK",1422.78,1397.31,25.47
12107,"Putnam, FL",827.16,721.89,105.27
13237,"Putnam, GA",360.63,344.53,16.1
17155,"Putnam, IL",172.24,159.8,12.45
18133,"Putnam, IN",482.58,480.31,2.27
29171,"Putnam, MO",519.66,517.9,1.76
36079,"Putnam, NY",246.25,231.28,14.97
39137,"Putnam, OH",484.23,483.87,0.36
47141,"Putnam, TN",402.56,401.05,1.5
54079,"Putnam, WV",350.4,346.23,4.17
35037,"Quay, NM",2881.8,2874.93,6.87
24035,"Queen Anne's, MD",509.79,372.21,137.58
36081,"Queens, NY",178.28,109.24,69.04
13239,"Quitman, GA",160.92,151.54,9.38
28119,"Quitman, MS",406.49,404.84,1.66
13241,"Rabun, GA",376.99,371.05,5.94
55101,"Racine, WI",791.9,333.1,458.81
51750,"Radford, VA",10.19,9.82,0.37
48379,"Rains, TX",258.87,232.05,26.82
54081,"Raleigh, WV",609.34,606.93,2.41
29173,"Ralls, MO",483.82,471,12.82
27123,"Ramsey, MN",170.13,155.78,14.36
38071,"Ramsey, ND",1300.88,1184.85,116.04
48381,"Randall, TX",922.42,914.43,7.99
1111,"Randolph, AL",584.11,581.05,3.06
5121,"Randolph, AR",656.04,651.82,4.21
13243,"Randolph, GA",430.89,429.25,1.64
17157,"Randolph, IL",597.26,578.42,18.84
18135,"Randolph, IN",453.23,452.83,0.39
29175,"Randolph, MO",487.65,482.32,5.33
37151,"Randolph, NC",789.93,787.36,2.57
54083,"Randolph, WV",1039.92,1039.72,0.2
28121,"Rankin, MS",806.09,774.52,31.57
38073,"Ransom, ND",864.13,862.75,1.38
22079,"Rapides, LA",1361.96,1322.54,39.42
51157,"Rappahannock, VA",266.83,266.57,0.26
30081,"Ravalli, MT",2400.32,2394.21,6.11
20153,"Rawlins, KS",1069.72,1069.62,0.11
29177,"Ray, MO",573.57,569.47,4.11
48383,"Reagan, TX",1175.98,1175.3,0.68
48385,"Real, TX",700.04,699.91,0.13
27125,"Red Lake, MN",432.51,432.43,0.08
22081,"Red River, LA",402.08,389.29,12.79
48387,"Red River, TX",1057.61,1050.18,7.43
31145,"Red Willow, NE",718.06,716.65,1.4
27127,"Redwood, MN",881.24,879.73,1.51
48389,"Reeves, TX",2641.95,2635.88,6.07
48391,"Refugio, TX",818.64,770.21,48.43
20155,"Reno, KS",1271.25,1254.42,16.84
36083,"Rensselaer, NY",665.39,653.96,11.43
27129,"Renville, MN",987.22,982.92,4.3
38075,"Renville, ND",892.03,874.77,17.27
20157,"Republic, KS",720.31,716.38,3.93
29179,"Reynolds, MO",814.41,811.2,3.21
47143,"Rhea, TN",336.39,315.94,20.45
20159,"Rice, KS",728.3,726.58,1.72
27131,"Rice, MN",516.13,497.57,18.56
49033,"Rich, UT",1086.29,1028.53,57.76
31147,"Richardson, NE",555.95,553.26,2.7
17159,"Richland, IL",362.01,360.14,1.87
22083,"Richland, LA",564.51,558.45,6.05
30083,"Richland, MT",2103.02,2084.09,18.93
38077,"Richland, ND",1445.73,1436.71,9.02
39139,"Richland, OH",500.33,496.88,3.45
45079,"Richland, SC",771.72,756.41,15.3
55103,"Richland, WI",589.38,586.2,3.18
13245,"Richmond, GA",328.45,324.04,4.41
37153,"Richmond, NC",479.58,473.98,5.6
36085,"Richmond, NY",102.5,58.48,44.02
51159,"Richmond, VA",216.38,191.46,24.92
20161,"Riley, KS",622.11,609.55,12.55
19159,"Ringgold, IA",538.92,537.67,1.26
35039,"Rio Arriba, NM",5896.1,5857.63,38.47
8103,"Rio Blanco, CO",3222.91,3220.97,1.94
8105,"Rio Grande, CO",912.14,911.6,0.53
18137,"Ripley, IN",447.91,446.36,1.55
29181,"Ripley, MO",631.66,629.47,2.2
54085,"Ritchie, WV",453.58,453.51,0.07
6065,"Riverside, CA",7303.13,7207.37,95.76
47145,"Roane, TN",394.98,360.98,34
54087,"Roane, WV",483.75,483.57,0.18
51161,"Roanoke, VA",251.04,250.87,0.18
46109,"Roberts, SD",1135.35,1101.28,34.08
48393,"Roberts, TX",924.19,924.09,0.1
21201,"Robertson, KY",100.11,100.07,0.04
47147,"Robertson, TN",476.67,476.47,0.2
48395,"Robertson, TX",865.67,854.56,11.11
37155,"Robeson, NC",951.03,948.84,2.19
17161,"Rock Island, IL",451.16,426.75,24.4
27133,"Rock, MN",482.84,482.61,0.23
31149,"Rock, NE",1011.85,1008.46,3.4
55105,"Rock, WI",726.2,720.47,5.73
51163,"Rockbridge, VA",600.98,599.63,1.35
21203,"Rockcastle, KY",318.06,317.53,0.54
13247,"Rockdale, GA",132.13,130.63,1.5
37157,"Rockingham, NC",572.33,566.44,5.9
33015,"Rockingham, NH",793.96,694.96,99
51165,"Rockingham, VA",853.29,851.15,2.14
36087,"Rockland, NY",199.34,174.22,25.12
48397,"Rockwall, TX",148.7,128.79,19.91
40129,"Roger Mills, OK",1146.46,1141.87,4.58
40131,"Rogers, OK",711.44,674.95,36.49
38079,"Rolette, ND",939.33,902.45,36.88
20163,"Rooks, KS",895.36,888.34,7.02
30085,"Roosevelt, MT",2369.65,2355.6,14.05
35041,"Roosevelt, NM",2454.87,2448.5,6.37
26143,"Roscommon, MI",579.84,521.4,58.44
27135,"Roseau, MN",1678.33,1662.51,15.82
30087,"Rosebud, MT",5026.94,5012.37,14.57
39141,"Ross, OH",692.96,688.41,4.55
8107,"Routt, CO",2368.02,2361.59,6.43
21205,"Rowan, KY",286.25,280.82,5.43
37159,"Rowan, NC",523.86,511.31,12.55
48399,"Runnels, TX",1057.13,1050.73,6.4
18139,"Rush, IN",408.62,408.28,0.34
20165,"Rush, KS",718.42,718.21,0.21
48401,"Rusk, TX",938.62,923.55,15.07
55107,"Rusk, WI",930.89,913.13,17.77
1113,"Russell, AL",647.38,641.32,6.06
20167,"Russell, KS",898.98,884.68,14.3
21207,"Russell, KY",282.82,253.53,29.29
51167,"Russell, VA",476.77,474.66,2.11
37161,"Rutherford, NC",565.9,564.12,1.78
47149,"Rutherford, TN",623.94,618.91,5.03
50021,"Rutland, VT",944.77,932.53,12.24
22085,"Sabine, LA",1011.51,865.27,146.25
48403,"Sabine, TX",576.61,490.27,86.34
19161,"Sac, IA",578.38,575.82,2.56
6067,"Sacramento, CA",995.48,965.65,29.83
23023,"Sagadahoc, ME",370.19,253.9,116.29
26145,"Saginaw, MI",815.78,808.93,6.85
8109,"Saguache, CO",3170.25,3168.44,1.82
34033,"Salem, NJ",372.57,337.88,34.69
51775,"Salem, VA",14.59,14.59,0
5125,"Saline, AR",730.46,723.46,7
17165,"Saline, IL",386.98,383.31,3.67
20169,"Saline, KS",721.28,719.61,1.67
29195,"Saline, MO",764.59,755.55,9.04
31151,"Saline, NE",576.06,575.34,0.73
49035,"Salt Lake, UT",807.78,737.38,70.4
45081,"Saluda, SC",461.78,452.48,9.3
37163,"Sampson, NC",947.45,945.45,2.01
48405,"San Augustine, TX",592.21,527.87,64.34
6069,"San Benito, CA",1390.73,1389.06,1.68
6071,"San Bernardino, CA",20105.32,20052.5,52.82
6073,"San Diego, CA",4525.52,4199.89,325.62
6075,"San Francisco, CA",231.92,46.69,185.22
48407,"San Jacinto, TX",627.9,570.65,57.25
6077,"San Joaquin, CA",1426.25,1399.28,26.97
8111,"San Juan, CO",388.29,387.42,0.86
35045,"San Juan, NM",5538.36,5514.02,24.35
49037,"San Juan, UT",7933.09,7820.18,112.91
53055,"San Juan, WA",621.07,174.92,446.15
6079,"San Luis Obispo, CA",3615.54,3304.32,311.22
6081,"San Mateo, CA",741.01,449.07,291.95
8113,"San Miguel, CO",1288.49,1286.5,1.98
35047,"San Miguel, NM",4735.63,4717.04,18.59
48409,"San Patricio, TX",707.06,691.65,15.41
48411,"San Saba, TX",1138.25,1134.47,3.78
46111,"Sanborn, SD",570.21,569.01,1.2
30089,"Sanders, MT",2790.03,2762.17,27.86
35043,"Sandoval, NM",3714.32,3709.34,4.98
39143,"Sandusky, OH",417.77,409.18,8.59
17167,"Sangamon, IL",877.01,868.18,8.82
26151,"Sanilac, MI",1590.22,963.8,626.42
49039,"Sanpete, UT",1602.66,1588.11,14.55
6083,"Santa Barbara, CA",3789.08,2737.01,1052.07
6085,"Santa Clara, CA",1304.01,1290.69,13.32
4023,"Santa Cruz, AZ",1238.11,1237.63,0.47
6087,"Santa Cruz, CA",607.16,445.24,161.92
35049,"Santa Fe, NM",1910.79,1909.19,1.6
12113,"Santa Rosa, FL",1173.57,1016.93,156.65
12115,"Sarasota, FL",725.18,571.55,153.63
36091,"Saratoga, NY",843.71,811.84,31.87
38081,"Sargent, ND",867.09,858.75,8.34
31153,"Sarpy, NE",247.28,240.52,6.76
55111,"Sauk, WI",848.43,837.63,10.8
31155,"Saunders, NE",758.82,753.9,4.92
55113,"Sawyer, WI",1350.32,1256.42,93.9
36093,"Schenectady, NY",209.62,206.1,3.52
48413,"Schleicher, TX",1310.65,1310.61,0.04
13249,"Schley, GA",167.82,167.61,0.21
36095,"Schoharie, NY",626.36,622.02,4.34
26153,"Schoolcraft, MI",1883.69,1178.11,705.58
17169,"Schuyler, IL",441.39,437.31,4.07
29197,"Schuyler, MO",308.16,307.87,0.29
36097,"Schuyler, NY",342.22,328.71,13.51
42107,"Schuylkill, PA",782.61,778.36,4.25
39145,"Scioto, OH",616.07,612.27,3.8
29199,"Scotland, MO",439.25,438.47,0.79
37165,"Scotland, NC",320.64,319.14,1.5
5127,"Scott, AR",898.09,893.88,4.21
19163,"Scott, IA",468.17,457.93,10.24
17171,"Scott, IL",252.77,250.92,1.85
18143,"Scott, IN",192.73,190.39,2.34
20171,"Scott, KS",717.64,717.52,0.12
21209,"Scott, KY",285.3,284.72,0.57
27139,"Scott, MN",368.56,356.68,11.88
29201,"Scott, MO",426.04,421.01,5.03
28123,"Scott, MS",610.38,609.08,1.3
47151,"Scott, TN",533.22,532.09,1.13
51169,"Scott, VA",538.63,536.58,2.05
31157,"Scotts Bluff, NE",745.5,739.27,6.22
13251,"Screven, GA",655.59,648.44,7.14
48415,"Scurry, TX",907.53,902.5,5.03
5129,"Searcy, AR",668.51,667.15,1.36
5131,"Sebastian, AR",546.04,536.24,9.79
8115,"Sedgwick, CO",549.6,548.24,1.36
20173,"Sedgwick, KS",1009.41,999.38,10.03
12117,"Seminole, FL",344.87,308.2,36.67
13253,"Seminole, GA",256.56,238.04,18.52
40133,"Seminole, OK",640.57,632.51,8.06
36099,"Seneca, NY",390.51,324.91,65.6
39147,"Seneca, OH",552.37,550.59,1.78
47153,"Sequatchie, TN",266.02,265.85,0.18
40135,"Sequoyah, OK",714.88,673.82,41.06
5133,"Sevier, AR",581.35,563.94,17.41
47155,"Sevier, TN",597.73,592.29,5.45
49041,"Sevier, UT",1918.28,1910.25,8.03
20175,"Seward, KS",640.51,639.52,0.99
31159,"Seward, NE",575.73,574.75,0.97
48417,"Shackelford, TX",915.54,913.95,1.59
29203,"Shannon, MO",1003.99,1003.83,0.15
46113,"Shannon, SD",2096.65,2093.88,2.77
28125,"Sharkey, MS",434.88,427.71,7.17
5135,"Sharp, AR",606.35,604.35,1.99
6089,"Shasta, CA",3847.44,3785.19,62.24
55115,"Shawano, WI",909.33,892.51,16.82
20177,"Shawnee, KS",556.32,549.82,6.5
55117,"Sheboygan, WI",1270.97,513.63,757.34
1117,"Shelby, AL",809.53,794.69,14.83
19165,"Shelby, IA",591.37,590.83,0.54
17173,"Shelby, IL",768.05,758.51,9.54
18145,"Shelby, IN",413.11,412.64,0.47
21211,"Shelby, KY",385.65,384.19,1.46
29205,"Shelby, MO",502.43,500.93,1.49
39149,"Shelby, OH",411.03,409.27,1.76
47157,"Shelby, TN",783.63,754.53,29.1
48419,"Shelby, TX",834.53,794.11,40.43
51171,"Shenandoah, VA",512.53,512.2,0.32
27141,"Sherburne, MN",451,436.3,14.7
20179,"Sheridan, KS",896.61,896.36,0.25
30091,"Sheridan, MT",1706.3,1676.58,29.73
38083,"Sheridan, ND",1005.78,971.75,34.02
31161,"Sheridan, NE",2469.99,2441.04,28.95
56033,"Sheridan, WY",2527.07,2523.32,3.75
20181,"Sherman, KS",1056.01,1055.8,0.21
31163,"Sherman, NE",571.63,565.84,5.78
41055,"Sherman, OR",831.2,823.21,8
48421,"Sherman, TX",923.2,923.03,0.16
26155,"Shiawassee, MI",540.73,538.73,2
16079,"Shoshone, ID",2635.5,2633.91,1.59
27143,"Sibley, MN",600.41,588.65,11.76
6091,"Sierra, CA",961.97,953.38,8.59
35051,"Sierra, NM",4236.3,4180.23,56.07
30093,"Silver Bow, MT",718.97,718.31,0.66
21213,"Simpson, KY",236.19,236.19,0
28127,"Simpson, MS",590.53,588.73,1.8
19167,"Sioux, IA",768.58,767.88,0.7
38085,"Sioux, ND",1128.3,1094.12,34.18
31165,"Sioux, NE",2067.32,2066.59,0.73
6093,"Siskiyou, CA",6347.46,6286.78,60.68
2220,"Sitka, AK",4811.53,2873.98,1937.55
53057,"Skagit, WA",1920.47,1735.14,185.33
2230,"Skagway, AK",0,0,0
53059,"Skamania, WA",1683.86,1656.44,27.42
38087,"Slope, ND",1219.22,1217.94,1.28
20183,"Smith, KS",896.53,895.43,1.1
28129,"Smith, MS",637.27,635.89,1.38
47159,"Smith, TN",325.35,314.41,10.94
48423,"Smith, TX",949.45,928.38,21.06
51173,"Smyth, VA",452.31,452.09,0.22
53061,"Snohomish, WA",2196.41,2089.06,107.35
42109,"Snyder, PA",332.16,331.2,0.95
35053,"Socorro, NM",6648.71,6646.4,2.31
6095,"Solano, CA",906.67,829.19,77.48
24039,"Somerset, MD",610.78,327.21,283.56
23025,"Somerset, ME",4095.37,3926.5,168.87
34035,"Somerset, NJ",305.05,304.69,0.36
42111,"Somerset, PA",1081.17,1074.66,6.51
48425,"Somervell, TX",191.9,187.17,4.73
6097,"Sonoma, CA",1768.23,1575.88,192.35
51780,"South Boston, VA",0,0,0
51175,"Southampton, VA",602.35,599.56,2.8
2240,"Southeast Fairbanks, AK",25061.19,24814.86,246.33
